Ticker,Stock,Secteur,Pays,Bourse de valeurs,Devise de marché,roe,de_ratio,roic,roe_avg_3y,roe_std_3y,roic_avg_3y,roic_std_3y,roic_persist_6y,roe_persist_6y,roic_persist20_6y,roe_persist20_6y,roic_downside_6y,roe_downside_6y,roic_drawdown_6y,roe_drawdown_6y,years_roic_6y,years_roe_6y,roic_persist10_6y,roe_persist10_6y,net_debt_to_ebit,total_equity,net_margin,revenue_growth_3y,assets_to_equity
"6925","USHIO INC.","","Japon","JPX","JPY","4.01","0.38","3.47","3.87","0.70","3.21","0.71","0","0","0","0","2.25","2.72","56.89","45.53","6","6","0","0","-0.28","198336000000.00","4.46","-0.06","1.67"
"8365","BANK OF TOYAMA LTD.","","Japon","JPX","JPY","3.45","0.34","","2.93","0.72","","","","0","","0","","1.09","","38.29","0","6","","0","","31966000000.00","8.69","11.96","17.54"
"8385","THE IYO BANK, LTD.","","Japon","JPX","JPY","5.56","1.55","","4.69","0.81","","","","0","","0","","0.40","","12.78","0","4","","0","","489435000000.00","21.24","8.07",""
"2121","MIXI INC.","","Japon","JPX","JPY","8.93","0.24","13.23","7.56","3.24","14.98","3.11","5","0","0","0","1.78","2.85","28.76","61.35","6","6","6","0","-4.55","189464000000.00","9.66","8.02","1.48"
"2122","INTERSPACE CO., LTD.","","Japon","JPX","JPY","3.65","0.00","8.27","5.07","4.90","13.00","5.02","4","0","1","0","2.42","3.72","67.35","90.11","6","6","5","2","-15.07","5636153000.00","2.33","10.20","1.98"
"8382","THE CHUGOKU BANK, LIMITED","","Japon","JPX","JPY","3.79","1.74","","3.14","0.61","","","","0","","0","","0.53","","26.99","0","4","","0","","492087000000.00","15.33","7.09",""
"8381","SAN-IN GODO BANK LTD.","","Japon","JPX","JPY","","4.68","","","","","","","","","","","","","","0","0","","","","321262000000.00","18.54","6.00","28.14"
"8377","HOKUHOKU FINANCIAL GROUP INC.","","Japon","JPX","JPY","8.51","1.58","","6.04","2.43","","","","0","","0","","0.21","","2.96","0","6","","0","","732524000000.00","28.46","13.83","23.16"
"2124","JAC RECRUITMENT CO., LTD.","","Japon","JPX","JPY","41.55","0.00","83.48","36.59","4.89","74.50","7.95","6","6","6","5","14.86","12.22","4.66","12.81","6","6","6","6","-1.99","22344000000.00","18.23","15.62","1.38"
"1723","NIHON DENGI CO., LTD.","","Japon","JPX","JPY","19.55","0.01","29.66","17.05","2.66","24.98","4.77","6","4","4","0","3.70","2.21","24.79","15.24","6","6","6","6","-1.64","46856000000.00","18.21","9.19","1.30"
"8368","HYAKUGO BANK, LTD.","","Japon","JPX","JPY","5.64","0.91","","4.24","1.26","","","","0","","0","","0.23","","12.05","0","6","","0","","516650000000.00","20.24","12.57","14.77"
"8544","KEIYO BANK, LTD.","","Japon","JPX","JPY","5.01","1.19","","4.19","0.76","","","","0","","0","","0.67","","8.09","0","6","","0","","330500000000.00","17.95","17.58","20.13"
"2108","NIPPON BEET SUGAR MANUFACTURING CO., LTD.","","Japon","JPX","JPY","6.65","0.02","0.02","4.30","2.11","0.40","0.36","0","0","0","0","0.64","0.55","98.86","36.21","6","6","0","0","-123.47","77515000000.00","7.33","-0.43","1.26"
"2112","ENSUIKO SUGAR REFINING CO., LTD.","","Japon","JPX","JPY","14.86","0.33","8.45","13.62","1.52","7.23","2.21","0","2","0","0","1.52","3.93","41.67","40.46","6","6","0","3","1.26","20603000000.00","8.38","2.24","1.54"
"1766","TOKEN CORPORATION","","Japon","JPX","JPY","12.92","0.00","20.50","10.94","2.95","17.35","4.76","4","2","1","0","3.88","3.03","41.92","52.04","6","6","5","2","-5.30","116349000000.00","4.18","6.49","1.85"
"7014","NAMURA SHIPBUILDING CO., LTD.","","Japon","JPX","JPY","17.90","0.16","26.14","25.87","7.01","30.56","8.98","4","4","3","3","29.75","47.06","36.09","42.33","6","6","4","4","-3.58","137441000000.00","13.65","8.54","1.94"
"8388","AWA BANK LTD.","","Japon","JPX","JPY","4.23","0.56","","3.96","0.28","","","","0","","0","","0.50","","5.76","0","6","","0","","399616000000.00","18.74","11.81","10.44"
"8387","SHIKOKU BANK LTD.","","Japon","JPX","JPY","9.94","1.20","","6.22","3.23","","","","0","","0","","0.46","","28.15","0","6","","0","","190963000000.00","29.93","9.28","18.38"
"8537","THE TAIKO BANK, LTD.","","Japon","JPX","JPY","3.60","0.97","","3.06","0.68","","","","0","","0","","0.51","","34.09","0","6","","0","","81362000000.00","11.98","9.71","20.90"
"1762","TAKAMATSU CONSTRUCTION GROUP CO., LTD.","","Japon","JPX","JPY","8.04","0.35","6.80","6.60","1.68","6.07","1.02","0","0","0","0","1.09","0.93","42.08","32.10","6","6","0","0","1.01","146925000000.00","3.20","6.95","2.14"
"8386","THE HYAKUJUSHI BANK LTD.","","Japon","JPX","JPY","5.29","1.23","","4.21","1.07","","","","0","","0","","1.64","","22.17","0","6","","0","","384424000000.00","21.62","16.81","15.21"
"8541","EHIME BANK LTD.","","Japon","JPX","JPY","5.16","0.46","","4.39","0.69","","","","0","","0","","0.31","","7.04","0","6","","0","","144415000000.00","15.74","3.27","21.35"
"8056","BIPROGY INC.","","Japon","JPX","JPY","17.87","0.42","14.35","16.80","0.95","15.13","0.85","6","6","0","0","1.26","1.18","10.48","11.55","6","6","6","6","0.66","181058000000.00","7.26","8.24","2.10"
"6701","NEC CORPORATION","","Japon","JPX","JPY","12.56","0.21","8.71","9.89","2.34","7.54","1.28","0","1","0","0","1.13","1.28","23.69","31.37","6","6","0","2","-0.55","2281887000000.00","7.63","1.51","1.96"
"6702","FUJITSU LIMITED","","Japon","JPX","JPY","23.04","0.07","12.22","16.59","5.71","8.93","3.46","1","6","0","1","3.21","1.19","54.88","16.72","6","6","4","6","-0.91","2044587000000.00","12.98","0.37","1.66"
"6703","OKI ELECTRIC INDUSTRY CO., LTD.","","Japon","JPX","JPY","13.20","0.52","5.27","14.41","6.40","5.30","0.14","0","2","0","1","2.34","6.09","72.09","241.58","6","6","0","2","3.08","180414000000.00","5.10","-0.03","2.47"
"6707","SANKEN ELECTRIC CO., LTD.","","Japon","JPX","JPY","-7.31","0.67","-2.40","7.46","18.63","0.23","4.05","1","2","0","1","3.79","9.21","119.48","125.75","6","6","1","2","","119965000000.00","-12.21","-41.62","2.00"
"7649","SUGI HOLDINGS CO., LTD.","","Japon","JPX","JPY","16.62","0.32","13.40","12.33","3.74","12.23","1.21","5","1","0","0","1.21","0.92","35.39","16.14","6","6","6","3","-0.35","290473000000.00","4.45","16.49","2.12"
"6721","WINTEST CORP.","","Japon","JPX","JPY","-238.14","0.61","-134.05","-122.80","103.84","-77.21","53.22","0","0","0","0","56.59","117.34","0.00","0.00","6","6","0","0","","343499000.00","-289.57","2.62","2.68"
"6723","RENESAS ELECTRONICS CORPORATION","","Japon","JPX","JPY","-2.07","0.49","3.77","8.87","10.58","6.99","4.94","2","3","0","0","2.99","8.32","74.82","110.85","6","6","2","3","4.34","2448451000000.00","-3.91","-5.18","1.71"
"7630","ICHIBANYA CO., LTD.","","Japon","JPX","JPY","7.98","0.05","11.49","8.96","1.06","13.20","1.49","2","0","0","0","2.76","1.68","19.03","20.91","6","6","4","1","-2.43","32884000000.00","3.99","9.01","1.46"
"6724","SEIKO EPSON CORPORATION","","Japon","JPX","JPY","2.20","0.27","3.34","5.29","2.68","4.50","1.36","1","1","0","0","1.62","2.77","72.69","85.48","6","6","1","2","-1.28","853647000000.00","1.29","3.71","1.80"
"6727","WACOM CO., LTD.","","Japon","JPX","JPY","27.97","0.06","39.65","18.51","8.40","29.63","11.03","5","4","4","3","19.93","11.70","87.82","84.26","6","6","5","5","-1.07","37417000000.00","8.68","-3.78","1.74"
"7721","TOKYO KEIKI INC.","","Japon","JPX","JPY","9.35","0.47","6.63","8.57","1.84","6.27","1.36","0","0","0","0","1.33","2.17","23.20","37.83","6","6","0","0","3.31","46155000000.00","6.66","13.90","1.84"
"7719","TOKYO KOKI CO., LTD.","","Japon","JPX","JPY","7.46","0.73","4.37","5.89","1.75","3.28","2.13","0","1","0","0","2.18","26.32","92.45","366.20","6","6","1","1","0.77","1902472000.00","2.94","15.29","2.65"
"7717","V TECHNOLOGY CO., LTD.","","Japon","JPX","JPY","6.78","0.58","8.42","3.41","2.92","4.55","3.48","2","2","0","0","3.52","3.05","90.33","97.13","6","6","2","2","-2.22","36250000000.00","4.46","19.14","2.01"
"7716","NAKANISHI INC.","","Japon","JPX","JPY","-2.04","0.23","9.20","9.20","12.29","10.61","2.75","4","3","2","1","3.83","7.62","59.04","109.14","6","6","4","3","-2.56","114074440000.00","-2.95","16.62","1.40"
"7715","NAGANO KEIKI CO., LTD.","","Japon","JPX","JPY","11.82","0.26","8.83","13.64","1.59","9.70","0.91","0","2","0","0","3.50","4.80","17.09","19.65","6","6","1","4","-0.13","49106425000.00","8.19","-0.18","1.56"
"6674","GS YUASA CORPORATION","","Japon","JPX","JPY","11.38","0.22","8.41","10.70","1.61","8.03","0.50","0","0","0","0","1.57","1.95","14.51","25.23","6","6","0","2","1.04","444098000000.00","7.80","4.01","1.67"
"7711","SUKEGAWA ELECTRIC CO., LTD.","","Japon","JPX","JPY","17.44","0.20","14.04","15.01","3.41","11.76","2.68","2","2","0","0","5.12","6.58","0.00","0.00","6","6","2","3","0.41","4890261000.00","14.53","9.30","1.54"
"7709","KUBOTEK CORPORATION","","Japon","JPX","JPY","-120.85","4.31","-38.67","-77.05","38.74","-31.62","6.54","0","0","0","0","9.87","52.05","0.00","0.00","6","6","0","0","","56068000.00","-7.42","26.85","14.37"
"7707","PRECISION SYSTEM SCIENCE CO., LTD.","","Japon","JPX","JPY","","0.33","","-19.67","0.79","-10.80","1.35","1","1","1","0","8.93","16.81","158.77","205.42","5","5","1","1","","4142850000.00","","-24.60","1.54"
"7701","SHIMADZU CORPORATION","","Japon","JPX","JPY","11.38","0.02","12.91","11.57","0.82","14.21","1.51","6","3","0","0","1.47","0.96","27.51","17.73","6","6","6","6","-2.13","565164000000.00","10.79","4.66","1.31"
"7685","BUYSELL TECHNOLOGIES CO., LTD.","","Japon","JPX","JPY","31.07","1.12","20.80","23.72","6.95","19.13","2.68","6","6","4","4","3.06","8.22","62.61","51.22","6","6","6","6","0.44","21429526000.00","5.24","53.73","2.55"
"7692","EARTH INFINITY CO. LTD.","","Japon","JPX","JPY","","1.00","","37.64","21.30","28.61","20.40","4","4","3","4","58.97","50.52","156.95","138.60","5","5","4","4","","887827000.00","","-4.61","2.67"
"6728","ULVAC INC.","","Japon","JPX","JPY","8.03","0.20","9.24","8.34","1.49","9.97","1.60","1","0","0","0","1.16","1.26","44.80","39.38","6","6","2","1","-2.24","231081000000.00","7.34","5.07","1.62"
"6730","AXELL CORPORATION","","Japon","JPX","JPY","9.36","0.00","15.33","10.49","3.59","19.84","7.66","5","2","2","0","3.82","1.51","46.55","47.55","6","6","5","2","-3.41","13730000000.00","8.54","-8.67","1.17"
"6762","TDK CORPORATION","","Japon","JPX","JPY","9.92","0.28","8.42","9.17","1.08","6.90","1.74","0","0","0","0","1.22","1.00","38.04","31.79","6","6","0","1","-1.42","2203545000000.00","7.95","9.11","2.00"
"7595","ARGO GRAPHICS INC.","","Japon","JPX","JPY","34.84","0.00","24.58","20.80","12.16","23.67","1.01","6","5","5","1","2.37","1.42","5.20","2.72","6","6","6","6","-3.03","51378713000.00","27.05","9.63","1.58"
"7593","VT HOLDINGS CO., LTD.","","Japon","JPX","JPY","7.52","1.12","3.43","8.30","1.34","3.86","0.53","0","3","0","1","0.98","3.16","48.42","69.05","6","6","0","3","6.65","77941000000.00","1.53","11.69","3.89"
"6768","TAMURA CORPORATION","","Japon","JPX","JPY","-2.22","0.61","3.80","2.12","3.77","4.04","0.33","0","0","0","0","1.70","3.28","30.66","148.90","6","6","0","0","3.69","62895000000.00","-1.14","7.65","2.10"
"6769","THINE ELECTRONICS, INC.","","Japon","JPX","JPY","-3.65","0.00","-5.61","-0.09","3.76","-1.90","3.25","0","0","0","0","7.98","6.61","153.28","141.29","6","6","1","0","","8917367000.00","-7.29","-3.85","1.08"
"6770","ALPS ALPINE CO., LTD.","","Japon","JPX","JPY","6.31","0.21","5.95","2.76","8.98","5.76","2.81","0","0","0","0","2.11","7.69","48.09","218.07","6","6","0","0","-1.46","449401000000.00","2.68","2.83","1.74"
"6775","TB GROUP INC.","","Japon","JPX","JPY","-35.99","0.90","-6.71","-30.83","4.51","-12.84","5.50","0","0","0","0","12.53","14.96","0.00","0.00","6","6","0","0","","479609000.00","-7.93","3.33","2.88"
"7581","SAIZERIYA CO., LTD.","","Japon","JPX","JPY","9.79","0.22","12.69","7.63","2.23","10.62","3.31","2","0","0","0","6.03","6.24","0.00","16.19","6","6","2","0","-2.71","117156000000.00","4.35","18.36","1.53"
"7114","FOODISON INC.","","Japon","JPX","JPY","6.31","0.07","11.49","7.31","1.69","11.38","1.01","2","0","0","0","15.56","14.04","17.52","31.86","6","6","4","0","-10.05","2358784000.00","1.88","10.96","1.40"
"6777","SANTEC HOLDINGS CORP.","","Japon","JPX","JPY","31.13","0.10","49.87","27.01","3.69","40.91","8.61","6","5","4","4","12.30","8.93","0.00","0.00","6","6","6","6","-1.31","27835257000.00","24.33","29.22","1.41"
"6779","NIHON DEMPA KOGYO CO., LTD.","","Japon","JPX","JPY","6.76","0.93","5.30","7.39","1.48","6.31","0.93","1","3","0","2","1.29","4.60","67.08","80.48","6","6","1","3","5.34","31916000000.00","3.78","4.21","2.39"
"7578","NICHIRYOKU CO., LTD.","","Japon","JPX","JPY","-4.58","0.50","-6.54","-3.14","8.47","-1.63","4.71","0","0","0","0","5.07","7.13","303.74","281.51","6","6","0","0","","2915599000.00","-7.72","-22.23","1.74"
"7575","JAPAN LIFELINE CO., LTD.","","Japon","JPX","JPY","14.86","0.05","16.68","14.60","1.34","16.55","1.24","6","5","0","0","1.52","5.68","5.82","12.02","6","6","6","5","-0.75","65894000000.00","15.80","7.32","1.22"
"7571","YAMANO HOLDINGS CORPORATION","","Japon","JPX","JPY","14.73","2.29","10.46","5.25","8.66","6.57","4.01","0","2","0","0","3.41","22.84","71.21","116.24","6","6","1","2","1.41","1492540000.00","1.41","3.15","5.64"
"6787","MEIKO ELECTRONICS CO., LTD.","","Japon","JPX","JPY","15.38","0.85","7.94","13.69","1.68","7.26","1.42","0","5","0","1","1.21","1.12","43.59","47.83","6","6","0","6","3.84","143805000000.00","8.29","15.78","2.33"
"7564","WORKMAN CO., LTD.","","Japon","JPX","JPY","14.28","0.01","26.08","13.53","0.68","24.83","1.13","6","6","6","0","2.48","1.38","31.48","31.25","6","6","6","6","-2.76","153454000000.00","12.82","10.12","1.21"
"7599","IDOM INC.","","Japon","JPX","JPY","14.06","1.17","7.95","16.32","1.99","9.60","1.43","2","5","0","2","2.36","7.86","41.93","41.68","6","6","4","5","3.84","89667000000.00","2.13","15.78","2.94"
"6758","SONY GROUP CORP.","","Japon","JPX","JPY","-3.55","0.20","8.10","8.11","10.10","5.74","2.10","0","5","0","0","0.72","10.30","18.92","121.69","6","6","0","5","-1.79","8513589000000.00","-2.42","-2.10","1.84"
"7616","COLOWIDE CO., LTD.","","Japon","JPX","JPY","1.90","1.99","3.12","4.28","3.07","3.11","0.37","0","0","0","0","4.58","20.68","118.60","351.22","6","6","0","0","9.92","93596000000.00","0.57","11.52","3.75"
"7615","KYOTO KIMONO YUZEN HOLDINGS CO., LTD.","","Japon","JPX","JPY","8.72","0.08","12.84","-23.34","27.76","-15.66","24.68","1","0","0","0","21.77","26.42","2640.68","2815.17","6","6","1","0","-10.63","3098458000.00","3.72","-7.94","2.63"
"6737","EIZO CORPORATION","","Japon","JPX","JPY","5.61","0.04","1.20","4.41","1.17","1.77","0.49","0","0","0","0","0.85","1.18","82.17","51.12","6","6","0","0","-6.01","136927000000.00","9.01","0.52","1.30"
"7613","SIIX CORP.","","Japon","JPX","JPY","2.42","0.38","4.00","5.37","3.90","4.42","1.16","0","0","0","0","0.45","2.20","38.50","75.31","6","6","0","0","1.09","103782000000.00","0.86","-3.33","2.00"
"7611","HIDAY HIDAKA CORP.","","Japon","JPX","JPY","","0.00","31.48","16.05","2.60","27.87","4.48","3","","3","","22.88","","0.00","","6","0","3","","-1.86","24872848000.00","7.60","12.98","1.37"
"6740","JAPAN DISPLAY INC.","","Japon","JPX","JPY","7532.32","-8.77","-28.14","2440.37","4410.21","-28.20","5.07","0","1","0","1","4.90","87.25","0.00","0.00","6","6","0","1","","-7415000000.00","-14.97","-25.61",""
"6741","NIPPON SIGNAL CO., LTD.","","Japon","JPX","JPY","10.69","0.14","6.54","8.32","2.48","5.53","1.35","0","0","0","0","0.44","0.72","16.58","20.17","6","6","0","1","0.39","114334000000.00","10.16","7.59","1.51"
"7610","TAY TWO CO., LTD.","","Japon","JPX","JPY","13.23","0.42","10.05","10.53","2.47","9.50","2.20","3","4","0","1","4.06","5.98","59.08","76.31","6","6","5","4","-0.13","6975920000.00","2.05","9.54","2.05"
"7609","DAITRON CO., LTD.","","Japon","JPX","JPY","14.41","0.01","24.52","14.32","0.27","20.79","3.29","6","5","3","0","4.73","3.51","27.11","19.89","6","6","6","5","-3.04","35585997000.00","4.79","5.79","2.23"
"6742","KYOSAN ELECTRIC MANUFACTURING CO., LTD.","","Japon","JPX","JPY","9.39","0.56","4.01","8.66","1.30","3.78","1.53","0","1","0","1","0.90","17.16","29.51","84.24","6","6","0","1","5.34","55667000000.00","5.41","14.91","2.14"
"6744","NOHMI BOSAI LTD.","","Japon","JPX","JPY","10.15","0.00","12.57","8.48","1.60","11.19","1.55","3","0","0","0","2.60","1.17","38.62","28.55","6","6","4","1","-2.15","138984000000.00","9.77","8.56","1.31"
"7600","JAPAN MEDICAL DYNAMIC MARKETING INC.","","Japon","JPX","JPY","1.10","0.23","1.31","1.53","3.62","3.69","2.13","0","0","0","0","3.04","5.26","86.05","117.46","6","6","0","1","4.81","25427512000.00","1.15","1.58","1.40"
"6754","ANRITSU CORPORATION","","Japon","JPX","JPY","9.09","0.03","10.85","7.61","1.40","8.96","2.22","2","1","1","0","2.22","1.47","71.20","57.15","6","6","3","2","-3.09","132717000000.00","9.94","3.36","1.31"
"6753","SHARP CORPORATION","","Japon","JPX","JPY","20.86","1.48","5.59","-12.06","58.01","1.84","4.03","0","4","0","2","5.27","76.25","133.70","546.55","6","6","0","4","4.09","295284000000.00","2.55","-9.71","4.84"
"6752","PANASONIC HOLDINGS CORPORATION","","Japon","JPX","JPY","4.07","0.30","1.78","7.67","3.45","3.39","1.41","0","0","0","0","1.60","2.35","75.68","62.80","6","6","0","1","3.03","5381955000000.00","2.60","-2.67","1.89"
"6750","ELECOM CO., LTD.","","Japon","JPX","JPY","21.16","0.00","24.66","14.68","5.63","21.75","2.58","6","3","4","1","3.18","1.75","31.37","28.64","6","6","6","5","-4.53","108179000000.00","15.28","9.52","1.34"
"7606","UNITED ARROWS LTD.","","Japon","JPX","JPY","15.29","0.05","17.21","13.75","1.81","14.68","2.21","3","3","0","0","14.54","20.80","0.00","17.12","6","6","4","4","-0.17","42136000000.00","3.71","10.72","1.70"
"6745","HOCHIKI CORPORATION","","Japon","JPX","JPY","14.68","0.02","18.53","13.27","1.66","15.01","3.35","2","2","0","0","0.72","0.82","4.76","1.78","6","6","6","4","-2.22","68469000000.00","8.86","6.41","1.43"
"7607","SHINWA CO., LTD.","","Japon","JPX","JPY","7.78","0.02","12.65","8.01","1.39","12.69","2.87","5","0","1","0","3.51","1.71","54.25","39.79","6","6","5","2","-6.39","43609315000.00","3.85","6.39","1.71"
"7603","MAC HOUSE CO., LTD.","","Japon","JPX","JPY","-202.97","0.51","-63.51","-104.24","87.77","-36.66","23.92","0","0","0","0","26.17","102.02","0.00","0.00","6","6","0","0","","1796000000.00","-26.54","-13.27","3.95"
"7836","AVIX INC.","","Japon","JPX","JPY","12.69","0.27","9.91","9.72","3.78","8.79","4.02","1","1","0","0","4.91","7.36","247.08","360.69","6","6","1","2","-2.64","1983412000.00","4.37","20.43","1.86"
"7832","BANDAI NAMCO HOLDINGS INC.","","Japon","JPX","JPY","17.03","0.01","27.84","16.46","1.26","23.31","7.88","6","5","4","0","6.16","3.82","40.74","13.55","6","6","6","5","-2.22","861421000000.00","10.45","13.30","1.38"
"7826","FURUYA METAL CO., LTD.","","Japon","JPX","JPY","","0.45","","15.22","4.30","10.54","1.40","3","5","2","3","8.44","13.94","64.26","74.41","5","5","4","5","","64579000000.00","","20.73","1.92"
"7823","ARTNATURE INC.","","Japon","JPX","JPY","6.86","0.00","10.86","5.15","1.93","10.23","2.48","2","0","0","0","3.20","1.66","46.20","58.95","6","6","4","0","-6.18","28327000000.00","4.26","2.02","1.85"
"7821","MAEDA KOSEN CO., LTD.","","Japon","JPX","JPY","14.49","0.06","16.96","14.17","1.09","14.69","2.45","3","5","0","0","2.29","1.98","26.29","26.65","6","6","5","5","-1.53","68444000000.00","14.80","13.00","1.27"
"6597","HPC SYSTEMS INC.","","Japon","JPX","JPY","","0.51","","11.26","2.77","7.64","0.91","3","4","3","3","30.39","16.03","85.45","73.91","5","5","3","4","","2487829000.00","","-21.56","1.92"
"7818","TRANSACTION CO LTD.","","Japon","JPX","JPY","21.57","0.02","25.85","21.93","0.39","27.50","1.88","6","6","6","3","1.47","2.72","13.01","8.77","6","6","6","6","-1.08","19663354000.00","14.86","9.35","1.21"
"6613","QD LASER, INC.","","Japon","JPX","JPY","-7.06","0.07","-9.79","-9.32","3.00","-13.31","4.07","0","0","0","0","9.56","8.38","0.00","0.00","6","6","0","0","","4900028000.00","-26.02","4.90","1.14"
"7810","CROSSFOR CO., LTD.","","Japon","JPX","JPY","","1.78","","-6.06","10.61","-2.09","2.47","0","0","0","0","3.31","14.53","536.36","218.31","5","5","0","1","","1790610000.00","","13.57","2.91"
"6616","TOREX SEMICONDUCTOR LTD.","","Japon","JPX","JPY","6.41","0.69","3.66","-8.35","13.21","-1.48","4.71","2","1","0","0","7.28","17.61","136.54","228.22","6","6","2","1","3.14","18761894000.00","4.62","-1.33","1.91"
"6617","TAKAOKA TOKO CO., LTD.","","Japon","JPX","JPY","10.31","0.03","8.82","8.67","1.91","7.59","1.76","0","0","0","0","1.28","3.17","33.33","28.04","6","6","0","1","-1.45","73751000000.00","6.45","2.17","1.63"
"7839","SHOEI CO., LTD.","","Japon","JPX","JPY","20.45","0.01","39.02","24.91","4.02","47.07","7.49","6","6","6","6","6.97","4.09","27.59","29.63","6","6","6","6","-2.19","32235736000.00","19.52","-1.88","1.17"
"6596","TSUKUBA SEIKO CO., LTD.","","Japon","JPX","JPY","-30.41","0.66","-18.72","-16.49","25.04","-13.85","9.39","0","1","0","0","9.05","1.94","0.00","353.67","6","6","0","1","","137619000.00","-17.73","-7.66","1.88"
"6572","OPEN GROUP INC.","","Japon","JPX","JPY","5.69","0.41","10.32","3.62","2.11","6.91","3.07","0","0","0","0","1.11","6.19","38.15","6118.75","6","6","1","0","-5.88","10640161000.00","7.89","14.96","1.84"
"6573","AGILE MEDIA NETWORK INC.","","Japon","JPX","JPY","-68.57","0.31","-58.86","-253.10","255.09","-136.59","87.59","0","2","0","2","79.25","259.27","0.00","173.48","5","6","0","2","","426729000.00","-48.31","37.40","1.55"
"6574","CONVANO INC.","","Japon","JPX","JPY","","0.40","","-8.77","21.36","1.20","5.22","0","0","0","0","9.21","18.58","172.81","518.95","5","5","0","0","","1743163000.00","","25.18","1.82"
"7868","KOSAIDO HOLDINGS CO., LTD.","","Japon","JPX","JPY","9.79","0.32","9.06","9.76","0.20","8.93","1.35","0","0","0","0","2.48","4.18","11.26","8.52","6","6","1","2","-0.96","49527000000.00","13.17","1.08","1.45"
"7867","TOMY COMPANY LTD.","","Japon","JPX","JPY","10.74","0.07","20.95","12.35","3.02","21.72","3.25","5","2","2","0","5.49","1.76","17.16","32.20","6","6","5","5","-1.80","111164000000.00","4.32","13.94","1.47"
"7860","AVEX INC.","","Japon","JPX","JPY","7.64","0.00","11.90","4.06","3.11","3.42","8.15","0","1","0","1","11.63","1.68","161.10","91.93","6","6","1","1","-8.39","52888000000.00","2.71","4.83","2.09"
"7859","ALMEDIO INC.","","Japon","JPX","JPY","-5.84","0.02","-13.09","14.26","25.23","19.90","37.88","2","1","1","1","12.72","6.47","121.37","113.72","6","6","3","1","","7904556000.00","-19.82","-54.69","1.07"
"6594","NIDEC CORPORATION","","Japon","JPX","JPY","9.41","0.36","6.09","6.99","3.29","4.23","1.71","0","0","0","0","1.85","3.61","66.99","72.41","6","6","0","2","1.63","1745569000000.00","6.16","7.83","1.91"
"7844","MARVELOUS INC.","","Japon","JPX","JPY","7.34","0.00","9.56","2.86","4.58","8.77","2.29","2","2","2","0","2.37","5.57","74.40","113.27","6","6","3","2","-7.79","27775000000.00","5.22","13.48","1.28"
"7846","PILOT CORPORATION","","Japon","JPX","JPY","8.44","0.03","9.31","10.18","1.51","11.67","2.30","4","2","0","0","3.27","1.70","52.72","44.11","6","6","5","5","-2.12","146076000000.00","9.61","3.24","1.23"
"6592","MABUCHI MOTOR CO., LTD.","","Japon","JPX","JPY","8.04","0.00","8.74","6.26","1.99","6.63","1.95","0","0","0","0","1.42","1.29","38.39","38.10","6","6","0","0","-5.58","334236000000.00","13.11","5.91","1.11"
"6619","W-SCOPE CORPORATION","","Japon","JPX","JPY","-27.51","0.20","-6.77","-7.43","18.61","0.01","7.36","0","0","0","0","2.90","42.18","186.46","398.05","6","6","0","0","","40934000000.00","-343.39","-71.63","1.27"
"6588","TOSHIBA TEC CORPORATION","","Japon","JPX","JPY","-2.84","0.45","5.89","7.02","18.88","7.58","1.88","0","1","0","1","1.34","7.78","38.65","353.78","6","6","0","1","0.40","101374000000.00","-0.54","1.91","3.57"
"6586","MAKITA CORPORATION","","Japon","JPX","JPY","8.20","0.00","9.79","7.41","1.87","8.43","2.69","0","0","0","0","5.06","4.43","82.96","84.02","6","6","2","0","-2.76","1004541000000.00","10.22","2.41","1.18"
"6584","SANOH INDUSTRIAL CO., LTD.","","Japon","JPX","JPY","4.32","1.10","3.43","6.17","4.50","5.25","2.64","0","0","0","0","1.70","2.90","73.00","106.14","6","6","0","2","8.03","51968000000.00","1.36","0.82","2.73"
"6590","SHIBAURA MECHATRONICS CORPORATION","","Japon","JPX","JPY","21.71","0.16","25.47","23.41","1.49","28.98","3.07","5","5","4","4","13.52","9.89","33.60","32.01","6","6","5","5","-0.83","55592000000.00","12.69","14.16","1.81"
"7806","MTG CO., LTD.","","Japon","JPX","JPY","16.27","0.07","21.90","8.28","6.93","12.41","8.26","2","2","1","0","2.55","1.16","46.88","73.71","6","6","2","2","-0.71","50997000000.00","7.86","28.16","1.47"
"7762","CITIZEN WATCH CO., LTD.","","Japon","JPX","JPY","11.02","0.22","8.81","9.83","1.03","7.19","1.55","0","0","0","0","6.11","12.24","31.17","10.17","6","6","0","1","-1.31","302130000000.00","8.99","5.29","1.55"
"7752","RICOH COMPANY, LTD.","","Japon","JPX","JPY","5.09","0.44","3.97","4.60","0.42","3.07","0.78","0","0","0","0","4.48","4.60","43.39","27.14","6","6","0","0","1.93","1187463000000.00","2.19","5.38","2.14"
"7751","CANON INC.","","Japon","JPX","JPY","9.65","0.25","7.59","7.62","2.35","7.02","0.49","0","0","0","0","2.55","3.10","5.89","38.39","6","6","0","0","0.72","3774128000000.00","7.74","5.17","1.63"
"7747","ASAHI INTECC CO., LTD.","","Japon","JPX","JPY","8.43","0.07","16.61","9.98","1.39","13.65","2.62","4","2","0","0","1.25","1.39","19.54","33.88","6","6","6","5","-1.43","151350000000.00","10.66","15.42","1.28"
