Ticker,Stock,Secteur,Pays,Bourse de valeurs,Devise de marché,roe,de_ratio,roic,roe_avg_3y,roe_std_3y,roic_avg_3y,roic_std_3y,roic_persist_6y,roe_persist_6y,roic_persist20_6y,roe_persist20_6y,roic_downside_6y,roe_downside_6y,roic_drawdown_6y,roe_drawdown_6y,years_roic_6y,years_roe_6y,roic_persist10_6y,roe_persist10_6y,net_debt_to_ebit,total_equity,net_margin,revenue_growth_3y,assets_to_equity
RELY,"REMITLY GLOBAL, INC.",,Etats-Unis,NASDAQ,USD,8.86,0.22,12.97,-6.89,16.12,-8.75,21.26,1,0,0,0,14.86,7.14,0.00,0.00,6,6,1,0,-4.52,868789000.00,4.15,31.59,1.68
DUOL,"DUOLINGO, INC.",,Etats-Unis,NASDAQ,USD,38.14,0.07,7.92,17.60,18.39,-0.53,10.33,0,2,0,1,7.91,23.12,0.00,242.30,6,6,0,3,-15.37,1347006000.00,39.91,39.77,1.48
SYNA,SYNAPTICS INCORPORATED,,Etats-Unis,NASDAQ,USD,-42.23,0.90,-4.06,-12.10,26.84,-5.33,1.61,1,1,1,1,6.89,29.09,128.59,283.13,6,6,1,1,,929500000.00,-41.00,11.71,2.26
EVRG,EVERGY INC.,,Etats-Unis,NASDAQ,USD,8.57,1.48,4.12,8.44,0.64,4.01,0.20,0,0,0,0,0.24,0.76,12.70,21.95,6,6,0,0,9.90,10267800000.00,14.56,4.03,3.31
XP,XP INC.,,Etats-Unis,NASDAQ,USD,37.75,4.43,-3.73,22.18,15.18,-2.77,1.56,0,5,0,4,0.41,8.63,0.00,73.82,6,6,0,5,,23547708000.00,64.89,10.44,16.84
ALGN,"ALIGN TECHNOLOGY, INC.",,Etats-Unis,NASDAQ,USD,10.39,0.03,17.99,11.32,0.96,19.53,1.34,5,3,4,2,5.40,1.34,43.46,81.77,6,6,6,6,-3.55,4049147000.00,10.17,2.21,1.54
ALEC,ALECTOR INC.,,Etats-Unis,NASDAQ,USD,-181.56,1.18,-79.98,-115.87,57.48,-57.83,20.53,0,0,0,0,23.29,63.59,0.00,0.00,6,6,0,0,,30649000.00,-679.16,-53.44,9.57
ETSY,ETSY INC.,,Etats-Unis,NASDAQ,USD,-17.55,-2.80,22.08,-40.17,20.19,24.37,2.86,6,2,6,2,2.91,967.18,40.45,2471.19,6,6,6,2,3.96,-1098095000.00,5.65,2.43,
ETOR,ETORO GROUP LTD.,,Etats-Unis,NASDAQ,USD,19.37,0.04,35.12,16.34,12.37,31.67,22.22,3,3,3,2,68.60,48.85,263.80,322.23,5,5,3,3,-4.48,1394590000.00,1.56,88.76,1.28
ALGT,ALLEGIANT TRAVEL COMPANY,,Etats-Unis,NASDAQ,USD,-4.17,1.77,3.66,-4.94,14.57,3.49,1.39,0,1,0,0,1.61,17.48,78.71,225.84,6,6,0,1,6.06,1052677000.00,-1.71,1.91,4.00
ALLO,ALLOGENE THERAPEUTICS INC.,,Etats-Unis,NASDAQ,USD,-53.42,0.28,,-54.69,1.11,-72.75,1.05,0,0,0,0,9.52,6.66,0.00,0.00,4,6,0,0,,292542000.00,,,1.42
UMBF,UMB FINANCIAL CORPORATION,,Etats-Unis,NASDAQ,USD,12.59,0.03,,12.72,0.66,,,,4,,0,,1.74,,18.25,0,6,,5,,7693568000.00,28.91,35.38,9.50
FLEX,FLEX LTD.,,Etats-Unis,NASDAQ,USD,17.35,0.84,18.62,18.72,3.38,15.64,3.69,5,6,0,3,2.96,2.30,31.08,34.02,6,6,6,6,-0.32,5144000000.00,3.15,2.80,4.29
ZS,ZSCALER INC.,,Etats-Unis,NASDAQ,USD,-2.70,1.00,-11.09,-13.21,15.63,-15.91,5.91,0,0,0,0,8.10,28.76,0.00,0.00,6,6,0,0,,1799273000.00,-1.55,28.58,3.57
DXCM,"DEXCOM, INC.",,Etats-Unis,NASDAQ,USD,34.50,0.51,26.11,29.30,4.59,19.19,5.99,4,5,1,4,3.01,10.52,2.17,58.51,6,6,6,6,-0.67,2746000000.00,17.94,13.45,2.31
FOSL,FOSSIL GROUP INC.,,Etats-Unis,NASDAQ,USD,-69.65,3.65,4.43,-57.41,11.15,-4.85,8.36,0,0,0,0,6.03,24.35,204.89,1284.52,6,6,1,0,9.59,86776000.00,-7.75,-15.67,7.94
EWTX,"EDGEWISE THERAPEUTICS, INC.",,Etats-Unis,NASDAQ,USD,-34.19,0.01,,-32.90,2.42,,,,1,,1,,2.63,,169.34,0,6,,1,,522257000.00,,,1.06
ENVX,ENOVIX CORPORATION,,Etats-Unis,NASDAQ,USD,-59.84,1.97,-43.68,-72.12,13.88,-61.61,16.68,0,0,0,0,16.92,25.30,0.00,0.00,4,6,0,0,,274011000.00,-492.15,104.03,3.21
EXLS,EXLSERVICE HOLDINGS INC.,,Etats-Unis,NASDAQ,USD,27.25,0.44,22.42,23.82,2.99,20.63,1.59,6,6,2,3,3.78,5.49,3.29,2.68,6,6,6,6,0.24,912705000.00,12.02,13.15,1.87
TSEM,TOWER SEMICONDUCTOR LTD.,,Etats-Unis,NASDAQ,USD,7.89,0.06,6.59,13.38,9.26,7.87,1.87,1,2,0,1,2.17,2.15,65.64,67.23,6,6,3,3,-5.10,2904583000.00,13.97,4.92,1.14
ALMS,ALUMIS INC.,,Etats-Unis,NASDAQ,USD,-86.69,0.12,-221.12,238.24,443.44,-221.12,,0,3,0,3,,102.07,,111.66,1,4,0,3,,301297000.00,-1011.75,,1.37
EXFY,"EXPENSIFY, INC.",,Etats-Unis,NASDAQ,USD,-16.39,0.04,-18.23,-22.35,17.34,-17.50,16.23,0,0,0,0,11.11,23.54,405.68,1179.67,6,6,1,0,,132745000.00,-15.05,-2.89,1.40
EXEL,EXELIXIS INC.,,Etats-Unis,NASDAQ,USD,35.53,0.08,47.14,22.47,13.41,27.36,21.52,3,2,3,2,8.29,2.79,78.67,31.33,6,6,4,3,-0.99,2161319000.00,33.73,12.59,1.32
ENTG,"ENTEGRIS, INC.",,Etats-Unis,NASDAQ,USD,6.16,0.96,10.26,6.62,1.46,6.66,3.12,2,2,1,2,3.22,2.11,77.31,79.40,6,6,3,2,3.72,3953400000.00,7.37,-4.76,2.11
UNIT,UNITI GROUP INC.,,Etats-Unis,NASDAQ,USD,-125.97,26.35,4.90,-42.11,72.72,10.78,5.10,5,1,0,1,5.09,71.79,64.97,463.13,6,6,5,1,21.04,380400000.00,58.39,39.40,31.64
REPL,REPLIMUNE GROUP INC.,,Etats-Unis,NASDAQ,USD,-107.88,0.67,,-72.29,31.86,,,,0,,0,,40.51,,0.00,0,6,,0,,166160000.00,,,2.00
DSGN,"DESIGN THERAPEUTICS, INC.",,Etats-Unis,NASDAQ,USD,-30.70,0.01,,-23.96,6.03,,,,1,,1,,6.90,,141.95,0,6,,1,,212503000.00,,,1.06
EXE,EXPAND ENERGY CORPORATION,,Etats-Unis,NASDAQ,USD,10.07,0.27,8.96,9.80,14.71,6.73,8.78,2,2,1,2,6.83,3416.20,111.73,102510.57,6,6,2,3,1.38,18578000000.00,14.92,25.21,1.52
EWBC,EAST WEST BANCORP INC.,,Etats-Unis,NASDAQ,USD,15.94,0.36,,16.59,1.18,,,,5,,0,,2.97,,16.72,0,6,,6,,8899202000.00,45.75,6.28,9.04
ENSG,"THE ENSIGN GROUP, INC.",,Etats-Unis,NASDAQ,USD,16.90,0.99,7.75,16.69,1.31,7.40,0.51,0,6,0,2,1.26,2.40,30.55,28.90,6,6,0,6,3.84,2234824000.00,6.81,16.46,2.44
TSCO,TRACTOR SUPPLY COMPANY,,Etats-Unis,NASDAQ,USD,45.18,2.30,13.81,49.28,3.85,15.18,1.42,6,6,1,6,2.62,7.21,32.67,16.07,6,6,6,6,3.92,2581293000.00,7.06,3.27,4.24
SYRE,"SPYRE THERAPEUTICS, INC.",,Etats-Unis,NASDAQ,USD,-25.17,0.00,,-124.54,143.59,-110.12,,0,0,0,0,64.22,138.19,0.00,0.00,3,6,0,0,,715236000.00,,,1.09
EXC,EXELON CORPORATION,,Etats-Unis,NASDAQ,USD,9.94,1.74,4.12,9.50,0.39,3.84,0.24,0,0,0,0,1.08,2.38,2.56,6.25,6,6,0,0,9.61,28798000000.00,11.41,5.66,4.05
DSGX,THE DESCARTES SYSTEMS GROUP INC.,,Etats-Unis,NASDAQ,USD,10.90,0.01,17.02,10.58,0.57,18.20,1.70,5,0,1,0,5.54,2.42,15.53,0.18,6,6,5,2,-3.20,1618912000.00,22.46,12.80,1.17
FOX,FOX CORPORATION CLASS B COMMON STOCK,,Etats-Unis,NASDAQ,USD,14.29,0.64,16.31,16.06,3.05,13.98,2.80,5,4,0,0,1.40,2.69,20.93,44.39,6,6,6,6,0.96,11814000000.00,10.08,10.68,1.90
ELVN,"ENLIVEN THERAPEUTICS, INC.",,Etats-Unis,NASDAQ,USD,-26.95,0.00,,-47.89,31.96,,,,3,,3,,70.85,,190.64,0,6,,3,,459600000.00,,,1.04
EMBC,EMBECTA CORP.,,Etats-Unis,NASDAQ,USD,-13.73,-2.20,31.51,-10.66,2.81,35.41,4.61,6,2,6,2,13.49,81.68,54.21,301.34,6,6,6,2,4.06,-651200000.00,8.83,-1.82,
UCTT,"ULTRA CLEAN HOLDINGS, INC.",,Etats-Unis,NASDAQ,USD,-19.95,0.83,2.36,-6.20,12.30,2.78,1.26,2,2,0,0,4.60,14.78,88.60,213.93,6,6,3,2,7.82,784100000.00,-8.35,8.82,2.21
EBC,"EASTERN BANKSHARES, INC.",,Etats-Unis,NASDAQ,USD,2.22,0.05,,4.79,3.31,,,,0,,0,,2.26,,73.97,0,6,,0,,4340553000.00,12.22,53.04,7.05
ESLT,ELBIT SYSTEMS LTD.,,Etats-Unis,NASDAQ,USD,14.45,0.23,9.32,10.78,3.47,7.48,1.79,0,1,0,0,0.29,1.72,5.98,34.26,6,6,0,5,0.22,4129973000.00,6.75,15.27,3.07
ZION,"ZIONS BANCORPORATION, NATIONAL ASSOCIATION",,Etats-Unis,NASDAQ,USD,13.51,0.48,,13.21,0.33,,,,5,,0,,3.80,,12.64,0,6,,5,,7180000000.00,26.56,4.24,12.39
FLYW,FLYWIRE CORPORATION,,Etats-Unis,NASDAQ,USD,1.64,0.00,2.01,0.22,1.50,-3.75,5.17,0,1,0,0,4.00,8.99,0.00,203.31,6,6,0,1,-17.70,835171000.00,2.17,24.32,1.50
EEFT,"EURONET WORLDWIDE, INC.",,Etats-Unis,NASDAQ,USD,24.53,1.65,19.82,23.88,1.28,18.93,0.95,4,4,0,3,8.36,14.86,1.05,0.73,6,6,4,4,-2.27,1322500000.00,7.37,7.28,4.91
FDMT,"4D MOLECULAR THERAPEUTICS, INC.",,Etats-Unis,NASDAQ,USD,-27.57,0.04,-50.42,-34.76,6.30,-63.60,12.34,0,0,0,0,13.93,6.16,0.00,0.00,6,6,0,0,,505664000.00,-164.43,102.78,1.12
FLY,FIREFLY AEROSPACE INC.,,Etats-Unis,NASDAQ,USD,-141.29,0.26,-45.06,-26.03,99.93,-92.23,46.81,0,2,0,2,45.73,168.14,0.00,488.80,3,3,0,2,,1189939000.00,-186.63,70.12,1.53
TW,TRADEWEB MARKETS INC.,,Etats-Unis,NASDAQ,USD,13.56,0.02,11.09,10.04,3.20,9.62,1.35,0,1,0,0,2.15,1.81,0.00,0.00,6,6,1,1,-2.30,7189237000.00,44.90,23.84,1.14
FFIN,FIRST FINANCIAL BANKSHARES INC.,,Etats-Unis,NASDAQ,USD,14.39,0.01,,14.39,0.00,,,,6,,0,,1.85,,7.16,0,6,,6,,1917317000.00,41.09,13.62,8.06
ERII,ENERGY RECOVERY INC.,,Etats-Unis,NASDAQ,USD,11.03,0.05,11.81,10.79,0.21,10.85,0.95,2,2,1,0,0.95,1.59,64.95,47.04,6,6,5,5,-2.72,206192000.00,17.01,2.55,1.12
ERIE,ERIE INDEMNITY COMPANY,,Etats-Unis,NASDAQ,USD,26.19,0.00,,29.25,3.39,22.68,,1,6,1,6,,2.61,,20.37,1,6,1,6,,2283374000.00,13.48,11.97,1.47
EDIT,EDITAS MEDICINE INC.,,Etats-Unis,NASDAQ,USD,-198.14,0.66,-75.93,-113.14,78.57,-80.55,21.89,0,0,0,0,25.72,93.08,0.00,0.00,6,6,0,0,,27288000.00,-395.01,-27.98,6.84
TROW,"T. ROWE PRICE GROUP, INC.",,Etats-Unis,NASDAQ,USD,18.79,0.04,17.92,18.94,0.65,17.26,1.57,6,6,2,2,1.72,2.76,48.91,54.19,6,6,6,6,-1.18,12053200000.00,30.19,6.41,1.19
FFIV,F5 INC.,,Etats-Unis,NASDAQ,USD,20.60,0.07,20.39,18.24,2.91,17.44,3.00,5,6,1,1,1.35,0.97,12.56,7.55,6,6,6,6,-1.37,3591999000.00,22.42,4.77,1.76
ERAS,"ERASCA, INC.",,Etats-Unis,NASDAQ,USD,-33.27,0.14,,-37.09,5.73,,,,1,,1,,21.41,,180.37,0,6,,1,,325171000.00,,,1.22
EBAY,EBAY INC.,,Etats-Unis,NASDAQ,USD,41.56,1.56,16.66,41.22,6.87,16.20,2.83,6,5,0,5,1.56,36.21,20.31,108.33,6,6,6,5,1.87,4615000000.00,18.30,4.77,3.82
ULCC,"FRONTIER GROUP HOLDINGS, INC.",,Etats-Unis,NASDAQ,USD,-25.02,11.13,-2.58,-3.96,20.22,-0.93,1.57,0,1,0,0,4.89,33.64,577.78,263.53,6,6,0,1,,491000000.00,-3.68,1.86,14.70
FCNCA,"FIRST CITIZENS BANCSHARES, INC.",,Etats-Unis,NASDAQ,USD,9.92,1.62,,32.29,36.30,,,,4,,1,,1.57,,86.63,0,6,,5,,22238000000.00,23.84,2.79,10.33
FIBK,FIRST INTERSTATE BANCSYSTEM INC.,,Etats-Unis,NASDAQ,USD,8.95,0.09,,8.01,1.02,,,,0,,0,,0.75,,28.95,0,6,,0,,3447000000.00,28.53,1.60,7.73
DYN,DYNE THERAPEUTICS INC.,,Etats-Unis,NASDAQ,USD,-55.71,0.17,,-93.68,41.09,,,,0,,0,,51.25,,0.00,0,6,,0,,972129000.00,,,1.22
FFBC,FIRST FINANCIAL BANCORP.,,Etats-Unis,NASDAQ,USD,9.82,0.43,,10.47,1.21,,,,0,,0,,1.75,,18.03,0,6,,2,,2769216000.00,28.42,3.47,7.63
ZBRA,ZEBRA TECHNOLOGIES CORPORATION,,Etats-Unis,NASDAQ,USD,11.68,0.75,9.66,12.63,2.96,9.85,1.17,3,4,1,2,3.42,4.21,58.26,68.57,6,6,4,6,3.22,3588000000.00,7.77,8.50,2.37
FHB,"FIRST HAWAIIAN, INC.",,Etats-Unis,NASDAQ,USD,10.26,0.00,,9.72,0.64,,,,0,,0,,1.85,,16.40,0,6,,2,,2769365000.00,32.60,2.58,8.65
EQIX,"EQUINIX, INC.",,Etats-Unis,NASDAQ,USD,9.72,1.60,5.03,8.01,1.74,4.71,0.30,0,0,0,0,0.48,1.86,0.00,22.55,6,6,0,0,9.04,14178000000.00,14.63,6.10,2.83
ZBIO,"ZENAS BIOPHARMA, INC.",,Etats-Unis,NASDAQ,USD,-136.22,0.01,-105.51,-160.15,191.00,-109.46,25.77,0,2,0,1,31.47,220.90,0.00,683.57,3,4,0,2,,242144000.00,-3777.37,-55.28,1.58
FNKO,FUNKO INC.,,Etats-Unis,NASDAQ,USD,-32.33,1.57,-7.24,-30.36,23.08,-5.44,6.53,1,1,0,0,7.84,32.53,190.52,377.64,6,6,1,1,,186130000.00,-7.52,-8.97,3.68
FLNC,"FLUENCE ENERGY, INC.",,Etats-Unis,NASDAQ,USD,-11.76,0.71,-8.37,-8.07,11.89,-10.33,16.16,0,2,0,2,350.88,57.20,275.47,122.87,5,6,0,2,,548848000.00,-3.00,1.01,4.29
EA,ELECTRONIC ARTS INC.,,Etats-Unis,NASDAQ,USD,-20.47,1.43,-1.01,-8.38,22.50,1.79,4.99,0,4,0,0,6.36,31.58,114.87,214.75,6,6,0,4,,34476930083.00,-50.49,-34.01,2.63
ALHC,"ALIGNMENT HEALTHCARE, INC.",,Etats-Unis,NASDAQ,USD,-0.70,1.84,4.71,-58.06,51.14,-29.25,30.04,0,0,0,0,23.86,27.61,0.00,0.00,6,6,0,0,-18.61,179277000.00,-0.02,47.15,5.94
TTMI,"TTM TECHNOLOGIES, INC.",,Etats-Unis,NASDAQ,USD,10.67,0.58,9.65,4.37,5.98,5.89,3.35,0,1,0,0,1.03,3.78,37.18,110.01,6,6,0,2,1.97,1762253000.00,6.11,14.10,2.18
ALNY,ALNYLAM PHARMACEUTICALS INC,,Etats-Unis,NASDAQ,USD,73.28,1.62,19.97,222.66,144.75,-4.93,21.70,1,3,0,3,13.07,309.48,0.00,79.77,6,6,1,3,-3.25,789176000.00,8.45,42.53,6.29
TTWO,"TAKE-TWO INTERACTIVE SOFTWARE, INC.",,Etats-Unis,NASDAQ,USD,-10.56,0.84,-2.79,-58.74,52.54,-6.58,3.28,2,1,1,0,4.43,61.96,144.36,749.46,6,6,2,2,,3510900000.00,-4.48,11.55,2.67
FCFS,"FIRSTCASH HOLDINGS, INC.",,Etats-Unis,NASDAQ,USD,15.26,1.13,9.09,13.12,1.99,8.35,0.74,0,3,0,0,1.21,3.18,19.88,17.67,6,6,0,4,4.35,2276762000.00,9.02,7.78,2.33
XRAY,DENTSPLY SIRONA INC.,,Etats-Unis,NASDAQ,USD,-36.43,1.84,4.32,-24.97,18.42,3.46,0.84,0,0,0,0,0.97,19.44,55.24,539.98,6,6,0,0,8.50,1340000000.00,-16.25,-3.66,4.05
EGHT,8X8 INC.,,Etats-Unis,NASDAQ,USD,1.23,2.53,3.06,-30.01,34.46,0.81,3.32,0,0,0,0,20.71,35.66,0.00,0.00,6,6,0,0,9.74,146609000.00,0.22,0.48,4.52
EQPT,EQUIPMENTSHARE.COM INC.,,Etats-Unis,NASDAQ,USD,7.43,7.92,4.94,3.99,4.86,4.28,0.94,0,0,0,0,0.67,3.44,0.00,0.00,2,2,0,0,13.06,528000000.00,0.91,16.34,11.34
ULTA,ULTA BEAUTY INC.,,Etats-Unis,NASDAQ,USD,43.59,0.78,29.92,51.63,8.73,37.34,7.40,6,5,5,5,15.62,26.20,33.73,38.68,6,6,6,5,0.82,2803451000.00,9.31,5.16,2.50
ZM,"ZOOM VIDEO COMMUNICATIONS, INC.",,Etats-Unis,NASDAQ,USD,20.28,0.01,18.46,13.72,5.87,14.64,3.72,4,3,2,2,7.34,8.31,83.82,93.94,6,6,5,4,-6.90,9808258000.00,39.03,3.70,1.22
XRX,XEROX HOLDINGS CORPORATION,,Etats-Unis,NASDAQ,USD,-104.10,6.80,-0.84,-56.30,52.59,1.34,2.05,0,0,0,0,1.70,64.10,126.09,3254.55,6,6,0,0,,673000000.00,-14.65,0.98,14.60
UAL,"UNITED AIRLINES HOLDINGS, INC.",,Etats-Unis,NASDAQ,USD,23.99,2.03,7.92,28.30,4.15,8.34,0.45,0,4,0,3,10.68,84.95,10.20,25.68,6,6,0,4,3.78,15282000000.00,5.68,4.86,5.00
TXRH,TEXAS ROADHOUSE INC.,,Etats-Unis,NASDAQ,USD,29.02,0.66,16.42,30.95,3.61,17.40,2.52,5,5,1,5,8.31,13.87,18.99,17.35,6,6,5,5,1.77,1481702000.00,7.05,12.65,2.40
ZG,"ZILLOW GROUP, INC.",,Etats-Unis,NASDAQ,USD,0.47,0.09,-0.88,-1.81,2.05,-3.81,2.59,0,0,0,0,3.34,4.39,206.23,0.00,6,6,0,0,,4884000000.00,0.89,15.24,1.16
UPB,"UPSTREAM BIO, INC.",,Etats-Unis,NASDAQ,USD,-35.43,0.00,-65.44,-17.92,31.03,-72.83,30.90,0,2,0,1,126.54,27.07,0.00,261.17,4,4,0,2,,339771000.00,-5026.03,9.51,1.04
FAST,FASTENAL CO.,,Etats-Unis,NASDAQ,USD,33.29,0.11,29.70,33.93,1.34,29.33,0.46,6,6,6,6,2.12,1.20,2.21,6.85,6,6,6,6,0.10,3943600000.00,15.35,5.65,1.28
RGNX,REGENXBIO INC.,,Etats-Unis,NASDAQ,USD,-107.00,0.72,-67.77,-83.38,21.94,-73.88,9.24,1,1,1,1,19.22,34.65,365.84,577.89,6,6,1,1,,102733000.00,-113.75,37.43,4.41
EZPW,EZCORP INC.,,Etats-Unis,NASDAQ,USD,11.98,0.75,7.68,9.35,3.52,6.46,1.08,0,0,0,0,3.58,10.20,0.00,27.21,6,6,0,2,1.98,1025485000.00,8.60,10.21,1.90
ALKS,ALKERMES PLC,,Etats-Unis,NASDAQ,USD,14.72,0.04,15.27,24.64,8.84,27.83,11.05,3,3,2,2,14.59,15.56,112.82,53.52,6,6,3,3,-2.04,1819295000.00,16.37,-5.80,1.37
TTAN,"SERVICETITAN, INC.",,Etats-Unis,NASDAQ,USD,-10.73,0.03,-11.44,-25.63,19.58,-11.72,1.09,0,1,0,1,0.83,23.68,0.00,159.45,4,4,0,1,,1525234000.00,-16.63,25.07,1.14
UPBD,"UPBOUND GROUP, INC.",,Etats-Unis,NASDAQ,USD,11.06,2.67,5.92,10.29,10.88,6.45,2.17,1,3,0,3,2.66,12.79,76.04,102.70,6,6,2,4,7.77,695740000.00,1.56,8.44,4.71
RGLD,ROYAL GOLD INC.,,Etats-Unis,NASDAQ,USD,9.12,0.12,8.66,9.54,1.32,8.91,1.45,0,1,0,0,1.43,0.51,28.77,32.62,6,6,2,2,1.00,7205347000.00,45.76,30.43,1.32
UBSI,"UNITED BANKSHARES, INC.",,Etats-Unis,NASDAQ,USD,8.86,0.11,,8.13,0.64,,,,0,,0,,0.78,,7.06,0,6,,0,,5495983000.00,37.62,8.59,6.12
FIVE,"FIVE BELOW, INC.",,Etats-Unis,NASDAQ,USD,17.92,0.93,9.44,17.77,2.75,9.11,1.42,1,6,0,3,1.92,3.93,49.80,46.32,6,6,3,6,2.40,2193290000.00,7.53,15.69,2.25
TER,"TERADYNE, INC.",,Etats-Unis,NASDAQ,USD,19.73,0.10,24.09,19.35,1.18,26.64,2.83,6,6,6,4,11.17,5.15,60.16,57.58,6,6,6,6,-0.48,2795752000.00,17.37,9.18,1.50
FANG,DIAMONDBACK ENERGY INC,,Etats-Unis,NASDAQ,USD,3.74,0.35,6.15,12.27,8.22,9.48,4.08,3,4,1,2,6.03,37.70,72.87,88.14,6,6,3,4,3.00,42967000000.00,10.36,33.22,1.65
EYE,NATIONAL VISION HOLDINGS INC.,,Etats-Unis,NASDAQ,USD,3.51,0.80,2.55,-2.52,5.62,1.77,0.68,0,1,0,0,0.98,7.78,85.37,154.43,6,6,0,1,10.78,869533000.00,1.49,-3.32,2.28
ZYME,ZYMEWORKS INC.,,Etats-Unis,NASDAQ,USD,-26.72,0.07,-46.36,-27.35,2.93,-45.39,1.57,1,1,1,1,15.41,15.32,183.35,181.59,6,6,1,1,,268501000.00,-76.56,18.07,1.29
RGEN,REPLIGEN CORPORATION,,Etats-Unis,NASDAQ,USD,2.40,0.33,1.61,0.98,1.99,0.33,1.42,0,0,0,0,3.04,2.72,111.55,112.80,6,6,1,1,-1.87,2106129000.00,6.62,8.05,1.40
ZVRA,"ZEVRA THERAPEUTICS, INC.",,Etats-Unis,NASDAQ,USD,85.66,0.41,-9.50,-49.09,190.57,-57.26,67.55,1,3,1,1,63.32,155.70,146.85,1172.58,5,5,1,3,,154657000.00,78.17,350.91,1.84
ALXO,ALX ONCOLOGY HOLDINGS INC.,,Etats-Unis,NASDAQ,USD,-145.70,0.38,,-101.86,39.01,,,0,0,0,0,,56.50,,0.00,1,6,0,0,,25981000.00,,,2.27
DRS,"LEONARDO DRS, INC.",,Etats-Unis,NASDAQ,USD,10.52,0.17,14.10,8.93,1.50,11.73,2.35,2,1,1,1,8.57,6.59,58.19,65.32,6,6,3,2,-2.37,2730000000.00,7.62,13.62,1.64
UPST,"UPSTART HOLDINGS, INC.",,Etats-Unis,NASDAQ,USD,7.49,2.32,,-16.50,22.34,,,,1,,1,,19.82,,250.12,0,6,,1,,798815000.00,5.23,41.96,3.72
TWST,TWIST BIOSCIENCE CORPORATION,,Etats-Unis,NASDAQ,USD,-16.43,0.16,-39.46,-27.83,10.87,-41.95,2.79,0,0,0,0,2.98,6.19,0.00,0.00,6,6,0,0,,472958000.00,-20.63,23.95,1.36
FER,FERROVIAL SE,,Etats-Unis,NASDAQ,USD,14.57,1.40,4.34,24.26,22.38,3.70,1.14,0,3,0,2,0.86,12.99,8.08,82.15,6,6,0,3,2.32,7665000000.00,11.95,6.34,3.58
FIP,FTAI INFRASTRUCTURE INC.,,Etats-Unis,NASDAQ,USD,-29.84,4.08,0.79,-38.73,23.55,-0.42,1.09,0,0,0,0,1.15,27.70,0.00,0.00,6,6,0,0,96.11,943983000.00,-30.26,25.22,6.09
RIVN,"RIVIAN AUTOMOTIVE, INC.",,Etats-Unis,NASDAQ,USD,-65.01,1.45,-43.24,-57.61,9.16,-52.69,9.30,0,1,0,1,6.98,11.00,0.00,188.39,5,6,0,1,,4594000000.00,-67.31,10.22,3.24
XMTR,XOMETRY INC.,,Etats-Unis,NASDAQ,USD,-20.85,1.23,-10.17,-18.55,2.69,-13.56,3.55,0,1,0,1,25.90,11.31,0.00,239.84,6,6,0,1,,276737000.00,-8.99,21.73,2.54
TRMD,TORM PLC CLASS A,,Etats-Unis,NASDAQ,USD,13.37,0.46,9.57,28.98,14.13,17.46,8.08,3,4,2,3,8.61,18.57,96.69,147.00,6,6,3,4,2.04,2202600000.00,21.35,-6.14,1.53
TXG,10X GENOMICS INC.,,Etats-Unis,NASDAQ,USD,-5.78,0.11,-22.34,-21.31,14.00,-30.75,7.30,0,0,0,0,8.25,29.84,0.00,0.00,6,6,0,0,,796326000.00,-6.77,1.93,1.31
FITB,FIFTH THIRD BANCORP,,Etats-Unis,NASDAQ,USD,12.19,0.64,,12.33,0.49,,,,4,,0,,3.49,,7.38,0,6,,5,,21724000000.00,28.59,2.41,9.87
FA,FIRST ADVANTAGE CORPORATION,,Etats-Unis,NASDAQ,USD,-2.66,1.59,2.86,-2.98,6.82,1.83,3.35,0,0,0,0,3.32,7.94,138.43,274.13,6,6,0,0,13.96,1313552000.00,-2.21,43.57,2.92
TXN,TEXAS INSTRUMENTS INC,,Etats-Unis,NASDAQ,USD,30.15,0.86,22.51,33.31,7.04,28.20,9.96,6,6,6,6,22.84,18.73,71.15,58.84,6,6,6,6,0.97,16273000000.00,28.28,0.46,2.13
ALKT,"ALKAMI TECHNOLOGY, INC.",,Etats-Unis,NASDAQ,USD,-13.25,1.02,-8.27,-14.77,3.79,-13.78,5.87,0,0,0,0,2.89,6.42,0.00,0.00,6,6,0,0,,362049000.00,-10.74,29.43,2.34
EXTR,"EXTREME NETWORKS, INC.",,Etats-Unis,NASDAQ,USD,54.64,2.20,12.01,-27.62,88.38,2.71,9.11,3,3,2,3,10.56,91.78,124.50,260.54,6,6,3,3,-0.27,88590000.00,3.28,7.19,13.30
EXPE,"EXPEDIA GROUP, INC.",,Etats-Unis,NASDAQ,USD,48.67,2.52,30.08,37.87,14.71,21.09,8.44,3,3,1,3,14.36,48.82,0.00,0.00,6,6,3,3,0.32,2547000000.00,8.83,7.12,9.60
FOXA,FOX CORPORATION,,Etats-Unis,NASDAQ,USD,14.29,0.64,16.31,16.06,3.05,13.98,2.80,5,4,0,0,1.40,2.69,20.93,44.39,6,6,6,6,0.96,11814000000.00,10.08,10.68,1.90
TSLA,"TESLA, INC.",,Etats-Unis,NASDAQ,USD,4.93,0.18,4.51,14.23,11.69,10.85,6.22,3,3,2,3,7.10,9.56,90.00,84.83,6,6,4,4,-9.46,82865000000.00,4.07,-1.01,1.66
DRVN,DRIVEN BRANDS HOLDINGS INC.,,Etats-Unis,NASDAQ,USD,20.39,3.47,4.64,-25.48,40.91,4.16,0.48,0,1,0,1,1.24,40.45,11.72,2320.99,6,6,0,1,9.87,767202000.00,7.53,-10.09,5.42
